"GEOID","NAME","H1_001N"
"06081601100","Census Tract 6011, San Mateo County, California",1960
"06081601200","Census Tract 6012, San Mateo County, California",2181
"06081601301","Census Tract 6013.01, San Mateo County, California",1356
"06081601302","Census Tract 6013.02, San Mateo County, California",1534
"06081601400","Census Tract 6014, San Mateo County, California",2188
"06081601501","Census Tract 6015.01, San Mateo County, California",1350
"06081601502","Census Tract 6015.02, San Mateo County, California",1862
"06081601601","Census Tract 6016.01, San Mateo County, California",984
"06081601603","Census Tract 6016.03, San Mateo County, California",1968
"06081601604","Census Tract 6016.04, San Mateo County, California",1178
"06081601605","Census Tract 6016.05, San Mateo County, California",1740
"06081601700","Census Tract 6017, San Mateo County, California",1376
"06081601800","Census Tract 6018, San Mateo County, California",2085
"06081601901","Census Tract 6019.01, San Mateo County, California",1421
"06081601902","Census Tract 6019.02, San Mateo County, California",2398
"06081602001","Census Tract 6020.01, San Mateo County, California",1694
"06081602002","Census Tract 6020.02, San Mateo County, California",987
"06081602100","Census Tract 6021, San Mateo County, California",1039
"06081602201","Census Tract 6022.01, San Mateo County, California",1648
"06081602202","Census Tract 6022.02, San Mateo County, California",1464
"06081602300","Census Tract 6023, San Mateo County, California",1293
"06081602400","Census Tract 6024, San Mateo County, California",2748
"06081602500","Census Tract 6025, San Mateo County, California",1539
"06081602601","Census Tract 6026.01, San Mateo County, California",1507
"06081602602","Census Tract 6026.02, San Mateo County, California",1312
"06081602700","Census Tract 6027, San Mateo County, California",1990
"06081602800","Census Tract 6028, San Mateo County, California",1535
"06081602900","Census Tract 6029, San Mateo County, California",1682
"06081603000","Census Tract 6030, San Mateo County, California",2047
"06081603100","Census Tract 6031, San Mateo County, California",1289
"06081603200","Census Tract 6032, San Mateo County, California",1492
"06081603300","Census Tract 6033, San Mateo County, California",2495
"06081603400","Census Tract 6034, San Mateo County, California",2140
"06081603700","Census Tract 6037, San Mateo County, California",1846
"06081603801","Census Tract 6038.01, San Mateo County, California",1341
"06081603802","Census Tract 6038.02, San Mateo County, California",1975
"06081603900","Census Tract 6039, San Mateo County, California",2298
"06081604000","Census Tract 6040, San Mateo County, California",1187
"06081604102","Census Tract 6041.02, San Mateo County, California",2033
"06081604103","Census Tract 6041.03, San Mateo County, California",1679
"06081604104","Census Tract 6041.04, San Mateo County, California",1084
"06081604200","Census Tract 6042, San Mateo County, California",1170
"06081604400","Census Tract 6044, San Mateo County, California",1980
"06081604500","Census Tract 6045, San Mateo County, California",1386
"06081604600","Census Tract 6046, San Mateo County, California",974
"06081604700","Census Tract 6047, San Mateo County, California",1012
"06081604800","Census Tract 6048, San Mateo County, California",2006
"06081604900","Census Tract 6049, San Mateo County, California",1321
"06081605000","Census Tract 6050, San Mateo County, California",3099
"06081605100","Census Tract 6051, San Mateo County, California",1453
"06081605200","Census Tract 6052, San Mateo County, California",1347
"06081605300","Census Tract 6053, San Mateo County, California",2013
"06081605400","Census Tract 6054, San Mateo County, California",2807
"06081605501","Census Tract 6055.01, San Mateo County, California",1717
"06081605502","Census Tract 6055.02, San Mateo County, California",1179
"06081605600","Census Tract 6056, San Mateo County, California",2008
"06081605700","Census Tract 6057, San Mateo County, California",1929
"06081605800","Census Tract 6058, San Mateo County, California",1061
"06081605901","Census Tract 6059.01, San Mateo County, California",1526
"06081605902","Census Tract 6059.02, San Mateo County, California",1367
"06081606000","Census Tract 6060, San Mateo County, California",2296
"06081606100","Census Tract 6061, San Mateo County, California",1436
"06081606201","Census Tract 6062.01, San Mateo County, California",1091
"06081606202","Census Tract 6062.02, San Mateo County, California",1260
"06081606300","Census Tract 6063, San Mateo County, California",1999
"06081606400","Census Tract 6064, San Mateo County, California",2795
"06081606500","Census Tract 6065, San Mateo County, California",1377
"06081606600","Census Tract 6066, San Mateo County, California",1501
"06081606700","Census Tract 6067, San Mateo County, California",1021
"06081606800","Census Tract 6068, San Mateo County, California",1344
"06081606900","Census Tract 6069, San Mateo County, California",896
"06081607000","Census Tract 6070, San Mateo County, California",1458
"06081607100","Census Tract 6071, San Mateo County, California",1134
"06081607200","Census Tract 6072, San Mateo County, California",1837
"06081607300","Census Tract 6073, San Mateo County, California",1372
"06081607400","Census Tract 6074, San Mateo County, California",2142
"06081607500","Census Tract 6075, San Mateo County, California",2689
"06081607600","Census Tract 6076, San Mateo County, California",1872
"06081607701","Census Tract 6077.01, San Mateo County, California",1239
"06081607702","Census Tract 6077.02, San Mateo County, California",808
"06081607800","Census Tract 6078, San Mateo County, California",1026
"06081607900","Census Tract 6079, San Mateo County, California",1885
"06081608001","Census Tract 6080.01, San Mateo County, California",1549
"06081608002","Census Tract 6080.02, San Mateo County, California",1401
"06081608013","Census Tract 6080.13, San Mateo County, California",1624
"06081608023","Census Tract 6080.23, San Mateo County, California",873
"06081608024","Census Tract 6080.24, San Mateo County, California",1180
"06081608025","Census Tract 6080.25, San Mateo County, California",2842
"06081608100","Census Tract 6081, San Mateo County, California",1348
"06081608200","Census Tract 6082, San Mateo County, California",1358
"06081608300","Census Tract 6083, San Mateo County, California",1383
"06081608400","Census Tract 6084, San Mateo County, California",2263
"06081608501","Census Tract 6085.01, San Mateo County, California",1806
"06081608502","Census Tract 6085.02, San Mateo County, California",1231
"06081608600","Census Tract 6086, San Mateo County, California",1886
"06081608700","Census Tract 6087, San Mateo County, California",2981
"06081608800","Census Tract 6088, San Mateo County, California",2211
"06081608900","Census Tract 6089, San Mateo County, California",3176
"06081609000","Census Tract 6090, San Mateo County, California",1041
"06081609100","Census Tract 6091, San Mateo County, California",623
"06081609201","Census Tract 6092.01, San Mateo County, California",1735
"06081609202","Census Tract 6092.02, San Mateo County, California",2141
"06081609300","Census Tract 6093, San Mateo County, California",1301
"06081609400","Census Tract 6094, San Mateo County, California",1176
"06081609500","Census Tract 6095, San Mateo County, California",1817
"06081609601","Census Tract 6096.01, San Mateo County, California",1255
"06081609602","Census Tract 6096.02, San Mateo County, California",683
"06081609603","Census Tract 6096.03, San Mateo County, California",2201
"06081609700","Census Tract 6097, San Mateo County, California",1697
"06081609800","Census Tract 6098, San Mateo County, California",1744
"06081609900","Census Tract 6099, San Mateo County, California",1116
"06081610000","Census Tract 6100, San Mateo County, California",2099
"06081610100","Census Tract 6101, San Mateo County, California",934
"06081610201","Census Tract 6102.01, San Mateo County, California",1841
"06081610202","Census Tract 6102.02, San Mateo County, California",2761
"06081610203","Census Tract 6102.03, San Mateo County, California",1034
"06081610302","Census Tract 6103.02, San Mateo County, California",1743
"06081610303","Census Tract 6103.03, San Mateo County, California",3228
"06081610304","Census Tract 6103.04, San Mateo County, California",1952
"06081610400","Census Tract 6104, San Mateo County, California",1693
"06081610500","Census Tract 6105, San Mateo County, California",1356
"06081610601","Census Tract 6106.01, San Mateo County, California",1630
"06081610602","Census Tract 6106.02, San Mateo County, California",1218
"06081610700","Census Tract 6107, San Mateo County, California",2018
"06081610800","Census Tract 6108, San Mateo County, California",1668
